Name, Position, Year,Spot, Games, WS, VORP, PER, TS, BPM 
Daniel Gibson, PG,2006,42,397,0.082,2.3,10.8,0.542,-1
Marcus Vinicius, SF,2006,43,26,0.056,-0.1,8.8,0.582,-3.6
Alexander Johnson, PF,2006,45,102,0.056,-0.7,11.4,0.574,-4.3
Dee Brown, PG,2006,46,68,0.008,-0.4,7.9,0.423,-4.1
Paul Millsap, PF,2006,47,875,0.153,34.3,19.1,0.558,3.3
Leon Powe, C,2006,49,239,0.174,-0.2,16.8,0.581,-2.3
Ryan Hollins, C,2006,50,518,0.081,-1,11,0.62,-2.6
Cheikh Samb, C,2006,51,22,-0.056,-0.2,7.1,0.275,-9.2
Guillermo Diaz, SG,2006,52,6,0.033,0,9.9,0.403,-5.9
Hassan Adams, SG,2006,54,73,0.072,-0.3,11.8,0.556,-4.4
Damir Markota, PF,2006,59,30,-0.07,-0.3,5,0.449,-9
Will Blalock, PG,2006,60,14,-0.032,-0.2,4.5,0.383,-5.7
Greg Oden, C,2007,1,105,0.174,1.6,18.7,0.609,1.1
Kevin Durant, SF,2007,2,771,0.219,51.5,25.3,0.611,5.1
Al Horford, C,2007,3,718,0.158,30.7,18.8,0.569,3.1
Mike Conley, PG,2007,4,718,0.13,22.5,17.3,0.545,1.8
Jeff Green, SF,2007,5,783,0.074,4,13.2,0.531,-1.3
Yi Jianlian, PF,2007,6,272,0.025,-4.1,11.2,0.474,-4.7
Corey Brewer, SF,2007,7,783,0.057,4.6,11.8,0.501,-1
Brandan Wright, PF,2007,8,428,0.181,6.4,20.3,0.626,1.6
Joakim Noah, C,2007,9,625,0.16,27.8,17.6,0.538,4.2
Spencer Hawes, C,2007,10,684,0.07,5,14,0.514,-0.7
Acie Law, PG,2007,11,188,0.032,-2,9.9,0.494,-5.4
Thaddeus Young, PF,2007,12,820,0.1,15.9,16.4,0.536,0.5
Julian Wright, SF,2007,13,231,0.061,0.5,12.8,0.522,-1.3
Al Thornton, SF,2007,14,296,0.035,-3.1,12.3,0.511,-3.5
Rodney Stuckey, PG,2007,15,651,0.077,2.7,14.9,0.512,-1.4
Nick Young, SG,2007,16,716,0.054,-5.7,12.9,0.536,-3.4
Sean Williams, C,2007,17,137,0.073,0,12.4,0.543,-2
Marco Belinelli, SG,2007,18,724,0.077,1.6,12.3,0.55,-1.6
Javaris Crittenton, SG,2007,19,113,0.002,-1.1,10.6,0.492,-4.3
Jason Smith, C,2007,20,596,0.068,-1.5,12.9,0.515,-2.6
Daequan Cook, SG,2007,21,328,0.039,-2.4,9.1,0.494,-3.6
Jared Dudley, SF,2007,22,788,0.105,14.8,13,0.578,1.2
Wilson Chandler, SF,2007,23,590,0.07,5.8,13.3,0.53,-0.7
Rudy Fernandez, SG,2007,24,249,0.114,5.7,14,0.552,1.8
Morris Almond, SG,2007,25,38,0.005,-0.4,7,0.463,-6.4
Aaron Brooks, PG,2007,26,645,0.069,0.8,13.3,0.525,-1.8
Arron Afflalo, SG,2007,27,762,0.077,4.5,11.9,0.556,-1.1
Tiago Splitter, C,2007,28,355,0.178,6.7,17.9,0.598,1.9
Alando Tucker, SF,2007,29,51,0.045,-0.5,13,0.506,-6.7
Carl Landry, PF,2007,31,513,0.149,2.6,17.5,0.595,-1.1
Gabe Pruitt, SG,2007,32,62,0.043,-0.1,7.7,0.416,-3.1
Marcus Williams, PF,2007,33,13,-0.084,-0.1,10.4,0.318,-7.5
Nick Fazekas, PF,2007,34,26,0.148,0.1,19.6,0.584,-0.1
Glen Davis, PF,2007,35,514,0.082,-0.8,12.4,0.494,-2.3
Jermareo Davidson, SF,2007,36,52,0,-0.6,10.5,0.451,-7.6
Josh McRoberts, PF,2007,37,433,0.107,6.2,13.2,0.539,1
Kyrylo Fesenko, C,2007,38,135,0.038,-0.6,8.5,0.49,-4
Chris Richard, C,2007,41,70,0.045,-0.3,7.5,0.509,-3.5
Derrick Byars, PF,2007,42,2,0.147,0,14.9,0.392,0.6
Stephane Lasme, PF-SF,2007,46,16,0.041,-0.1,11.7,0.488,-2.8
Dominic McGuire, SF,2007,47,342,0.037,0.6,9.8,0.454,-1.6
Marc Gasol, C,2007,48,716,0.146,33.3,18.7,0.557,3.5
Aaron Gray, C,2007,49,318,0.077,0.2,11.5,0.528,-1.8
JamesOn Curry, PG,2007,51,1, ,0, , , 
Taurean Green, SG,2007,52,17,-0.066,-0.1,7,0.446,-8.2
Demetris Nichols, SF,2007,53,18,-0.203,-0.2,0.7,0.335,-15.3
Ramon Sessions, PG,2007,56,691,0.086,0.5,15.9,0.531,-1.9
Derrick Rose, PG,2008,1,495,0.098,10,17.9,0.52,0.4
Michael Beasley, PF,2008,2,583,0.054,-4.2,15.6,0.519,-3.2
O.J. Mayo, SG,2008,3,547,0.062,5.1,13.4,0.53,-0.8
Russell Westbrook, PG,2008,4,748,0.168,56,23.9,0.532,6.6
Kevin Love, PF,2008,5,635,0.181,24.8,21.9,0.569,2.8
Danilo Gallinari, SF,2008,6,481,0.135,11.2,16.4,0.581,1
Eric Gordon, SG,2008,7,561,0.08,6.2,14.8,0.561,-0.7
Joe Alexander, SF,2008,8,67,0.03,-0.2,9.9,0.488,-3.3
D.J. Augustin, PG,2008,9,726,0.098,1.6,14.1,0.549,-1.6
Brook Lopez, C,2008,10,636,0.129,14.3,20.6,0.565,0.9
Jerryd Bayless, PG,2008,11,552,0.076,0.5,12.4,0.527,-1.8
Jason Thompson, PF,2008,12,588,0.077,1.3,13.5,0.53,-1.7
Brandon Rush, SG,2008,13,481,0.051,0.7,9.9,0.534,-1.7
Anthony Randolph, PF,2008,14,252,0.072,-0.1,16.5,0.514,-2.1
Robin Lopez, C,2008,15,692,0.12,8.9,16.3,0.563,0.2
Marreese Speights, C,2008,16,705,0.116,-2.2,16.7,0.527,-2.8
Roy Hibbert, C,2008,17,662,0.105,9.1,15.5,0.514,0.2
JaVale McGee, C,2008,18,558,0.133,3.6,19.1,0.572,-0.5
Alexis Ajinca, C,2008,20,293,0.093,-0.5,14.9,0.546,-2.5
Ryan Anderson, PF,2008,21,622,0.137,11.4,16.7,0.563,0.7
Courtney Lee, SG,2008,22,753,0.087,9.9,12.2,0.55,-0.1
Kosta Koufos, C,2008,23,644,0.123,3.3,15.6,0.548,-0.8
Serge Ibaka, PF,2008,24,679,0.141,13.1,17,0.568,0.6
Nicolas Batum, SF,2008,25,692,0.111,25.1,15.2,0.556,2.6
George Hill, PG,2008,26,666,0.143,18.6,15.1,0.567,1.9
Darrell Arthur, PF,2008,27,503,0.066,0.3,12.2,0.495,-1.9
Donte Greene, SF,2008,28,253,0.017,-2,10,0.491,-3.8
J.R. Giddens, SF,2008,30,38,0.027,-0.2,9.7,0.499,-4.6
Nikola Pekovic, C,2008,31,271,0.134,2,18.6,0.57,-0.8
Walter Sharpe, PF,2008,32,8,-0.131,-0.1,4.8,0.337,-16.5
Joey Dorsey, PF,2008,33,130,0.092,0.3,12.1,0.511,-1.3
Mario Chalmers, PG,2008,34,646,0.09,9.8,12.7,0.546,0.3
DeAndre Jordan, C,2008,35,750,0.174,22.1,18.5,0.633,2.2
Omer Asik, C,2008,36,471,0.109,1.1,13.4,0.548,-1.5
Luc Mbah a Moute, PF,2008,37,682,0.078,4.9,10.7,0.516,-0.8
Kyle Weaver, SG,2008,38,73,0.051,0.3,10.3,0.541,-1.3
Sonny Weems, SG,2008,39,183,0.001,-1.9,10.1,0.501,-4.2
Chris Douglas-Roberts, SG,2008,40,222,0.059,-1,11.5,0.528,-2.9
Nathan Jawai, C,2008,41,45,0.02,-0.2,10.2,0.478,-4
Sean Singletary, PG,2008,42,37,0.006,-0.2,6.7,0.478,-4.9
Patrick Ewing, SF,2008,43,7,-0.158,0,0.6,0.222,-9.3
Goran Dragic, PG,2008,45,722,0.117,16.5,17.2,0.56,1.2
Henry Walker, SG,2008,47,181,0.079,0.5,10.8,0.578,-1.3
Malik Hairston, SG,2008,48,62,0.086,0,11.7,0.527,-1.9
Darnell Jackson, PF,2008,52,138,0.059,-0.7,8.7,0.491,-4.9
Mike Taylor, PG,2008,55,51,-0.028,-0.7,10.1,0.477,-5.5
Sasha Kaun, C,2008,56,25,0.096,0,12.5,0.527,-0.8
Joe Crawford, SF,2008,58,2,0.037,0,10.8,0.414,-5.6
Semih Erden, C,2008,60,69,0.094,0,10.1,0.571,-2
Blake Griffin, PF,2009,1,529,0.174,28,22.4,0.56,4
Hasheem Thabeet, C,2009,2,224,0.099,0.4,10.3,0.587,-1.4
James Harden, SG,2009,3,687,0.22,50,23.7,0.608,6.5
Tyreke Evans, SG,2009,4,525,0.08,13.2,17.6,0.52,1.1
Ricky Rubio, PG,2009,5,430,0.102,11.3,16,0.51,1.3
Jonny Flynn, PG,2009,6,163,-0.015,-2.7,11.3,0.49,-4.9
Stephen Curry, PG,2009,7,625,0.208,46.2,23.8,0.621,6.5
Jordan Hill, C,2009,8,409,0.102,0,16.3,0.529,-2
DeMar DeRozan, SG,2009,9,675,0.113,8.1,17.7,0.536,-0.6
Brandon Jennings, PG,2009,10,555,0.085,10.4,15.7,0.496,0.4
Terrence Williams, SG,2009,11,153,-0.004,-1.4,11.5,0.466,-3.8
Gerald Henderson, SG,2009,12,535,0.063,-0.9,13.4,0.516,-2.2
Tyler Hansbrough, PF,2009,13,428,0.134,-1,14.8,0.525,-2.5
Earl Clark, PF,2009,14,261,0.038,-1.5,10.2,0.465,-3.6
Austin Daye, SF,2009,15,293,0.053,-0.6,11.6,0.5,-2.6
James Johnson, SF,2009,16,547,0.093,9.5,14.9,0.544,1.3
Jrue Holiday, PG,2009,17,585,0.084,15.1,16.5,0.524,1.1
Ty Lawson, PG,2009,18,551,0.126,10.9,17.2,0.555,0.7
Jeff Teague, PG,2009,19,670,0.12,10.1,17.3,0.549,0.2
Eric Maynor, PG,2009,20,267,0.041,-2.7,10.6,0.47,-4.7
Darren Collison, PG,2009,21,632,0.111,9.4,16.2,0.567,0
Victor Claver, SF,2009,22,80,0.011,-0.4,7.5,0.479,-3.3
Omri Casspi, PF,2009,23,552,0.077,1.6,12.9,0.544,-1.5
Byron Mullens, C,2009,24,189,0.008,-2.3,12.2,0.474,-4.6
Rodrigue Beaubois, PG,2009,25,182,0.079,1.4,14.5,0.524,-0.1
Taj Gibson, PF,2009,26,667,0.124,8.7,15.2,0.54,0
DeMarre Carroll, SF,2009,27,487,0.107,8.9,13.6,0.545,1
Wayne Ellington, SG,2009,28,592,0.059,-0.8,11.1,0.531,-2.2
Toney Douglas, PG,2009,29,394,0.077,2.6,13.2,0.517,-0.6
Christian Eyenga, SF,2009,30,51,-0.02,-0.5,8.6,0.461,-4
Jeff Ayres, C,2009,31,237,0.131,0.4,12.4,0.591,-1.4
Jermaine Taylor, SG,2009,32,65,0.014,-0.5,11.9,0.505,-4.6
Dante Cunningham, PF,2009,33,651,0.079,3.3,11.2,0.51,-1.1
DaJuan Summers, SF,2009,35,83,-0.008,-0.9,7.1,0.467,-6.4
Sam Young, SF,2009,36,249,0.063,-0.9,11.5,0.504,-2.9
DeJuan Blair, PF,2009,37,424,0.129,4.2,16.5,0.541,0.4
Jon Brockman, PF,2009,38,150,0.113,0,10.3,0.53,-2.1
Jonas Jerebko, PF,2009,39,562,0.107,2.7,13.1,0.549,-0.9
Derrick Brown, SF,2009,40,171,0.085,0.2,13.8,0.554,-1.6
Jodie Meeks, SG,2009,41,531,0.096,4.2,12.8,0.565,-0.6
Patrick Beverley, PG,2009,42,302,0.111,8.3,12.7,0.539,1.8
Marcus Thornton, SG,2009,43,483,0.085,3.4,15.5,0.531,-0.8
Chase Budinger, SF,2009,44,407,0.083,1.2,13,0.534,-1.4
Nick Calathes, SG,2009,45,129,0.063,0.6,12.3,0.484,-0.7
Danny Green, SG,2009,46,540,0.118,17.2,13.2,0.559,3
Taylor Griffin, SF,2009,48,8,-0.039,0,5.2,0.425,-7.3
Nando De Colo, SF,2009,53,119,0.081,0.4,11.8,0.528,-0.8
Patty Mills, PG,2009,55,523,0.12,6.4,14.7,0.557,0.6
Lester Hudson, PG,2009,58,57,0.016,-0.1,13,0.478,-2.7
John Wall, PG,2010,1,541,0.107,21.6,19.5,0.518,2.4
Evan Turner, SF,2010,2,613,0.052,0,12,0.492,-2
Derrick Favors, PF,2010,3,556,0.138,11.2,18.6,0.551,1.1
Wesley Johnson, SF,2010,4,571,0.04,3.2,10.2,0.5,-1
DeMarcus Cousins, C,2010,5,535,0.115,21.4,22.4,0.538,2.9
Ekpe Udoh, C,2010,6,333,0.079,2.6,11.5,0.492,-0.1
Greg Monroe, C,2010,7,589,0.137,17.3,20.2,0.554,2
Al-Farouq Aminu, SF,2010,8,589,0.071,6.9,12.3,0.513,-0.1
Gordon Hayward, SF,2010,9,517,0.128,16.3,17.7,0.563,2
Paul George, SF,2010,10,527,0.146,24.6,18.5,0.559,3.6
Cole Aldrich, C,2010,11,339,0.135,2.6,16.6,0.563,1
Xavier Henry, SF,2010,12,185,0.013,-2.3,9.3,0.479,-5.1
Ed Davis, PF,2010,13,559,0.148,8.7,16.6,0.578,1
Patrick Patterson, PF,2010,14,559,0.104,8.1,12.9,0.539,0.5
Larry Sanders, C,2010,15,238,0.107,3,15.4,0.494,0.6
Luke Babbitt, SF,2010,16,381,0.065,-1,10.1,0.546,-2.8
Kevin Seraphin, C,2010,17,423,0.044,-3.1,12.1,0.509,-3.9
Eric Bledsoe, PG,2010,18,492,0.102,13.6,17.9,0.552,2
Avery Bradley, SG,2010,19,459,0.052,1,11.8,0.516,-1.7
James Anderson, SG,2010,20,247,0.037,-0.9,9.9,0.516,-2.8
Craig Brackins, PF,2010,21,17,-0.089,-0.2,3.1,0.301,-9.1
Elliot Williams, SG,2010,22,109,0.024,-1.2,9.5,0.515,-5.3
Trevor Booker, PF,2010,23,532,0.116,6,15,0.548,0.2
Damion James, SF,2010,24,39,-0.001,-0.4,8.5,0.453,-4.3
Dominique Jones, SG,2010,25,80,0.017,-0.3,11.9,0.449,-3.6
Quincy Pondexter, SF,2010,26,302,0.082,1,9.7,0.53,-1.2
Jordan Crawford, SG,2010,27,281,0.044,-0.2,14.1,0.503,-2.1
Greivis Vasquez, PG,2010,28,401,0.064,1.1,13.7,0.509,-1.5
Daniel Orton, C,2010,29,51,0.093,0,11.9,0.531,-1.7
Lazar Hayward, SF,2010,30,72,0.02,-0.4,9,0.453,-4.6
Tibor Pleiss, C,2010,31,12,-0.041,-0.1,3.5,0.464,-8.1
Dexter Pittman, C,2010,32,50,0.068,-0.4,9.1,0.47,-6
Hassan Whiteside, C,2010,33,271,0.202,4.3,24.2,0.595,0.3
Armon Johnson, PG,2010,34,47,-0.015,-0.4,10.4,0.502,-6.2
Nemanja Bjelica, PF,2010,35,192,0.081,1.8,11.6,0.564,-0.1
Darington Hobson, SG,2010,37,5,-0.225,-0.1,-3.3,0.154,-14.1
Andy Rautins, SG,2010,38,5,-0.314,-0.1,-1.2,0.508,-16
Landry Fields, SF,2010,39,255,0.084,2.8,12.1,0.539,-0.1
Lance Stephenson, SG,2010,40,440,0.069,3.6,12.1,0.509,-0.7
Jarvis Varnado, PF,2010,41,37,0.089,0,11.5,0.584,-1.9
Devin Ebanks, SG,2010,43,63,0.035,-0.5,9.6,0.458,-4.7
Jerome Jordan, C,2010,44,65,0.168,0.2,17.1,0.597,0
Gani Lawal, PF,2010,46,1,-0.009,0,-9.1, ,-4.9
Solomon Alabi, C,2010,50,26,0.01,-0.2,10.3,0.352,-5.4
Luke Harangody, PF,2010,52,70,0.048,-0.3,10.2,0.44,-3.3
Pape Sy, SF,2010,53,3,-0.047,0,9.2,0.478,-6
Willie Warren, PG,2010,54,19,0.065,-0.1,10.8,0.48,-4.5
Jeremy Evans, SF,2010,55,250,0.15,2,17.3,0.6,1
Ryan Reid, PF,2010,57,5,0.142,0,17.6,0.8,-5.5
Derrick Caracter, C,2010,58,41,0.057,-0.2,10,0.532,-4.9
Kyrie Irving, PG,2011,1,441,0.158,20.2,21.8,0.568,3.4
Derrick Williams, PF,2011,2,428,0.076,-2.6,13.4,0.526,-3.2
Enes Kanter, C,2011,3,516,0.145,0.8,20.3,0.583,-1.7
Tristan Thompson, PF,2011,4,519,0.124,4.9,15.2,0.546,-0.7
Jonas Valanciunas, C,2011,5,440,0.176,5.2,19.5,0.609,-0.2
Jan Vesely, PF,2011,6,162,0.078,0.9,10.9,0.514,-0.6
Bismack Biyombo, C,2011,7,529,0.091,-0.1,12.7,0.54,-2
Brandon Knight, PG,2011,8,382,0.047,2.3,14.2,0.52,-1.2
Kemba Walker, PG,2011,9,523,0.111,19.4,19,0.53,2.3
Jimmer Fredette, SG,2011,10,235,0.037,-1.6,12.6,0.525,-4
Klay Thompson, SG,2011,11,537,0.113,10.5,16.3,0.576,0.4
Alec Burks, SG,2011,12,365,0.072,-0.4,13.7,0.524,-2.2
Markieff Morris, PF,2011,13,521,0.077,4.7,14.3,0.524,-0.6
Marcus Morris, PF,2011,14,470,0.087,4.6,13.1,0.525,-0.5
Kawhi Leonard, SF,2011,15,407,0.219,25.8,22.1,0.597,6.3
Nikola Vucevic, C,2011,16,456,0.112,9.9,19.4,0.527,0.9
Iman Shumpert, SG,2011,17,384,0.057,3.9,10,0.498,-0.4
Chris Singleton, SF,2011,18,148,0.042,-0.2,8.2,0.449,-2.3
Tobias Harris, PF,2011,19,464,0.113,7.2,16.6,0.555,0.1
Donatas Motiejunas, PF,2011,20,248,0.076,0,12.4,0.526,-2
Nolan Smith, PG,2011,21,84,-0.047,-0.9,7.5,0.435,-6.5
Kenneth Faried, PF,2011,22,441,0.157,9.1,19.6,0.573,1.3
Nikola Mirotic, PF,2011,23,273,0.129,4.6,16.6,0.561,0.8
Reggie Jackson, PG,2011,24,448,0.101,5.5,16.3,0.519,0
MarShon Brooks, SG,2011,25,171,0.05,-0.1,14.2,0.524,-2.1
Jordan Hamilton, SF,2011,26,151,0.069,0.3,13.4,0.503,-1.5
JaJuan Johnson, PF,2011,27,36,0.032,-0.3,11.4,0.456,-6.3
Norris Cole, PG,2011,28,360,0.018,-4,9.2,0.475,-4
Cory Joseph, PG,2011,29,446,0.095,3.1,12.8,0.521,-0.7
Jimmy Butler, SG,2011,30,458,0.186,23.2,19.9,0.571,4.1
Bojan Bogdanovic, SF,2011,31,318,0.066,-0.3,12.5,0.578,-2.2
Justin Harper, PF,2011,32,22,-0.093,-0.2,3.6,0.414,-8.4
Kyle Singler, SF,2011,33,356,0.062,0.7,9.5,0.527,-1.6
Shelvin Mack, PG,2011,34,399,0.063,-0.8,12.6,0.507,-2.4
Tyler Honeycutt, SF,2011,35,24,-0.049,-0.1,8.1,0.368,-6.4
Jordan Williams, C,2011,36,43,0.101,-0.2,14.5,0.544,-3.1
Trey Thompkins, C,2011,37,24,0.004,-0.2,12,0.445,-8.9
Chandler Parsons, SF,2011,38,410,0.11,12.2,14.9,0.561,1.8
Jeremy Tyler, C,2011,39,104,0.014,-1.2,11.1,0.471,-6.6
Jon Leuer, PF,2011,40,336,0.107,1,14.5,0.539,-1.3
Darius Morris, PG,2011,41,132,-0.01,-1.3,7.7,0.46,-5.6
Davis Bertans, PF,2011,42,144,0.135,1.6,13.6,0.596,1.3
Malcolm Lee, SG,2011,43,36,0.04,0,9.5,0.46,-2
Charles Jenkins, PG,2011,44,110,0.017,-1.3,10.7,0.465,-5.9
Josh Harrellson, C,2011,45,75,0.116,0.3,13.4,0.519,-0.7
Andrew Goudelock, SG,2011,46,49,0.003,-0.5,8.6,0.485,-6.5
Travis Leslie, SG,2011,47,10,0.06,0,14.6,0.39,-0.2
Keith Benson, C,2011,48,3,-0.005,0,6,0,-10.4
Josh Selby, PG,2011,49,38,-0.113,-0.6,2.7,0.395,-10.1
Lavoy Allen, PF,2011,50,388,0.096,1.3,12.5,0.491,-1.2
Vernon Macklin, C,2011,52,23,0.161,0,18.2,0.559,-0.6
DeAndre Liggins, SG,2011,53,177,0.04,0,7.3,0.484,-2
E'Twaun Moore, SG,2011,55,462,0.059,0.8,11.4,0.533,-1.7
Isaiah Thomas, PG,2011,60,473,0.155,14.2,20.5,0.58,2
Anthony Davis, PF,2012,1,410,0.21,22.6,27.1,0.583,4.3
Michael Kidd-Gilchrist, SF,2012,2,357,0.094,2.2,13.7,0.523,-1.1
Bradley Beal, SG,2012,3,406,0.101,8.9,16.3,0.549,0.6
Dion Waiters, SG,2012,4,365,0.034,-1.6,12.1,0.491,-2.6
Thomas Robinson, PF,2012,5,313,0.053,-1.3,14,0.484,-3.2
Damian Lillard, PG,2012,6,469,0.164,24.5,21,0.57,3.7
Harrison Barnes, SF,2012,7,463,0.089,2.9,13.3,0.538,-1.2
Terrence Ross, SF,2012,8,411,0.073,2.6,12,0.534,-0.9
Andre Drummond, C,2012,9,463,0.158,12.7,21.8,0.534,1.6
Austin Rivers, SG,2012,10,408,0.038,-1.6,10.7,0.506,-2.6
Meyers Leonard, C,2012,11,332,0.096,0.1,11.7,0.567,-1.9
Jeremy Lamb, SG,2012,12,356,0.111,2.2,15.6,0.54,-0.7
Kendall Marshall, PG,2012,13,160,0.015,-2.8,10.7,0.489,-5.6
John Henson, C,2012,14,391,0.113,5,17.1,0.555,0.5
Maurice Harkless, SF,2012,15,415,0.08,4.7,12.4,0.541,0
Royce White, PF,2012,16,3,-0.121,0,-8.3,0,-10.4
Tyler Zeller, C,2012,17,406,0.112,0.8,14.9,0.553,-1.5
Terrence Jones, PF,2012,18,232,0.128,3,17.1,0.546,0.2
Andrew Nicholson, PF,2012,19,285,0.045,-3.4,12.2,0.522,-5.3
Evan Fournier, SG,2012,20,376,0.076,2.7,13.6,0.564,-0.9
Jared Sullinger, PF,2012,21,269,0.113,4.1,16.2,0.493,0.5
Fab Melo, C,2012,22,6,0.021,0,4.9,0.451,-5.8
John Jenkins, SG,2012,23,145,0.071,-0.7,12,0.563,-3.6
Jared Cunningham, SG,2012,24,84,0.017,-0.6,6.8,0.467,-5.9
Tony Wroten, PG,2012,25,145,-0.021,-1.6,12.6,0.488,-4.1
Miles Plumlee, C,2012,26,328,0.089,0.4,13.5,0.545,-1.7
Arnett Moultrie, PF,2012,27,59,0.113,-0.2,14.1,0.563,-3
Marquis Teague, SG,2012,29,91,-0.045,-1.4,4.9,0.398,-8
Festus Ezeli, C,2012,30,170,0.119,0.6,13.4,0.536,-1.1
Jeffery Taylor, SF,2012,31,132,0.024,-1.2,8.9,0.495,-3.9
Tomas Satoransky, SG,2012,32,130,0.113,1.1,13.3,0.577,-0.2
Bernard James, C,2012,33,92,0.117,0.2,13.8,0.546,-1.1
Jae Crowder, SF,2012,34,463,0.106,7.5,13.2,0.551,0.7
Draymond Green, PF,2012,35,467,0.145,19.4,15.7,0.536,4
Orlando Johnson, SG,2012,36,103,0.059,-0.5,8.5,0.462,-3.8
Quincy Acy, PF,2012,37,327,0.08,0.4,11.4,0.556,-1.7
Quincy Miller, PF,2012,38,69,-0.003,-0.5,8.4,0.439,-4
Khris Middleton, SF,2012,39,378,0.099,6.3,15.5,0.562,0.1
Will Barton, SG,2012,40,395,0.081,3.5,14.9,0.531,-0.4
Tyshawn Taylor, PG,2012,41,61,-0.088,-0.8,5.8,0.428,-8.8
Doron Lamb, SG,2012,42,100,0.005,-1.2,6.3,0.488,-5.9
Mike Scott, PF,2012,43,357,0.098,-0.5,14.3,0.561,-2.4
Kim English, SG,2012,44,41,0.021,-0.2,7.9,0.477,-4.2
Justin Hamilton, C,2012,45,113,0.091,0.8,13.9,0.552,-0.3
Darius Miller, SF,2012,46,184,0.06,0.3,8.4,0.586,-1.7
Kevin Murphy, SG,2012,47,17,-0.272,-0.2,-4.5,0.268,-17.6
Kostas Papanikolaou, SF,2012,48,69,0.015,-0.2,7.3,0.449,-2.8
Kyle O'Quinn, C,2012,49,398,0.126,5.8,17.9,0.556,1.8
Kris Joseph, SF,2012,51,10,-0.127,-0.1,0.6,0.257,-10.5
Ognjen Kuzmic, C,2012,52,37,0.061,0,7.6,0.554,-2.5
Furkan Aldemir, PF,2012,53,41,0.122,0.2,12,0.517,-0.7
Tornike Shengelia, SF,2012,54,45,-0.032,-0.3,5.7,0.479,-6.6
Darius Johnson-Odom, SG,2012,55,7,-0.597,-0.1,-18.4,0,-23.2
Robbie Hummel, SF,2012,58,98,0.066,-0.3,9.6,0.514,-2.9
Robert Sacre, C,2012,60,189,0.042,-0.8,10.8,0.475,-3.1
Anthony Bennett, PF,2013,1,151,0.013,-1.7,10.2,0.457,-5.6
Victor Oladipo, SG,2013,2,366,0.086,9.1,16.7,0.54,1
Cody Zeller, C,2013,4,312,0.138,4.6,15.2,0.562,0.6
Alex Len, C,2013,5,335,0.089,0.4,14.5,0.537,-1.8
Nerlens Noel, C,2013,6,223,0.102,4.7,16.5,0.539,1.2
Ben McLemore, SG,2013,7,349,0.025,-1.6,9.2,0.527,-2.7
Kentavious Caldwell-Pope, SG,2013,8,388,0.08,6.5,12,0.52,0.2
Trey Burke, PG,2013,9,303,0.054,-0.3,13.6,0.49,-2.2
Michael Carter-Williams, PG,2013,11,287,0.027,2.5,13.7,0.471,-0.7
Steven Adams, C,2013,12,387,0.144,8.7,16.3,0.596,1.5
Kelly Olynyk, C,2013,13,354,0.128,6.7,16.2,0.577,1.5
Shabazz Muhammad, SG,2013,14,278,0.085,-2.5,15.9,0.549,-4.1
Giannis Antetokounmpo, SF,2013,15,393,0.145,17.2,20.3,0.578,3.3
Lucas Nogueira, C,2013,16,141,0.165,3,15.8,0.659,4.8
Dennis Schroder, PG,2013,17,352,0.059,0.6,15.4,0.516,-1.7
Shane Larkin, PG,2013,18,256,0.044,-0.6,11.4,0.5,-2.5
Sergey Karasev, SF,2013,19,95,0.036,-0.3,8.7,0.519,-3.1
Tony Snell, SG,2013,20,368,0.059,0,8.7,0.548,-2
Gorgui Dieng, C,2013,21,376,0.112,8.5,15.9,0.567,1.7
Mason Plumlee, C,2013,22,389,0.139,9,17.8,0.581,2.1
Solomon Hill, SF,2013,23,261,0.069,2.3,9.4,0.515,-0.5
Reggie Bullock, SF,2013,25,209,0.096,1.2,11.6,0.571,-0.6
Andre Roberson, SG,2013,26,295,0.092,4.4,9.8,0.529,0.6
Rudy Gobert, C,2013,27,325,0.203,15.1,20.6,0.638,4.6
Archie Goodwin, SG,2013,29,165,0.022,-1.3,11.6,0.51,-4.2
Nemanja Nedovic, SG,2013,30,24,-0.132,-0.3,-1.7,0.306,-10.6
Allen Crabbe, SG,2013,31,301,0.085,2.2,11.7,0.571,-0.8
Alex Abrines, SG,2013,32,143,0.095,-0.2,9.5,0.563,-2.4
Carrick Felix, SG,2013,33,7,0.057,0,13.3,0.603,-4.7
Isaiah Canaan, PG,2013,34,205,0.048,-0.8,11.1,0.524,-2.7
Glen Rice, SG,2013,35,16,-0.065,-0.2,3.8,0.372,-7.3
Ray McCallum, PG,2013,36,154,0.035,-0.6,11,0.47,-2.8
Tony Mitchell, PF,2013,37,21,0.151,0.1,18.1,0.54,1.3
Nate Wolters, PG,2013,38,84,0.028,-0.8,11.3,0.466,-4
Jeff Withey, C,2013,39,206,0.157,1.4,16.9,0.578,0.6
Grant Jerrett, PF,2013,40,8,-0.128,-0.1,1.5,0.303,-8.4
Jamaal Franklin, SG,2013,41,24,-0.006,-0.1,4.7,0.501,-5.4
Pierre Jackson, PG,2013,42,8,0.021,-0.1,13,0.416,-4.4
Ricky Ledo, SG,2013,43,28,-0.096,-0.4,7,0.438,-7.8
Mike Muscala, C,2013,44,243,0.127,2,14.6,0.587,0.2
Erick Green, PG,2013,46,52,0.011,-0.3,9.3,0.439,-5.1
Raul Neto, PG,2013,47,162,0.07,-0.1,10.7,0.534,-2.2
Ryan Kelly, PF,2013,48,163,0.046,-0.2,10.5,0.498,-2.2
